MMWR_Week,Week_Start,Week_End,ZIP_Code,ILI_Activity_Level,RECORD_ID,ZIP_Code_Location
18,04/28/2024,05/04/2024,60654,1,2024-18-60654,POINT (-87.636354 41.892485)
18,04/28/2024,05/04/2024,60657,1,2024-18-60657,POINT (-87.658216 41.939715)
18,04/28/2024,05/04/2024,60642,1,2024-18-60642,POINT (-87.657821 41.899935)
18,04/28/2024,05/04/2024,60666,1,2024-18-60666,POINT (-87.896371 41.979511)
18,04/28/2024,05/04/2024,60649,4,2024-18-60649,POINT (-87.571522 41.762202)
25,06/16/2024,06/22/2024,60634,1,2024-25-60634,POINT (-87.797373 41.944967)
25,06/16/2024,06/22/2024,60640,1,2024-25-60640,POINT (-87.662232 41.971888)
25,06/16/2024,06/22/2024,60623,1,2024-25-60623,POINT (-87.717446 41.850321)
18,04/28/2024,05/04/2024,60615,5,2024-18-60615,POINT (-87.602725 41.801993)
18,04/28/2024,05/04/2024,60636,2,2024-18-60636,POINT (-87.668597 41.77599)
18,04/28/2024,05/04/2024,60602,1,2024-18-60602,POINT (-87.628309 41.883136)
18,04/28/2024,05/04/2024,60603,1,2024-18-60603,POINT (-87.625473 41.880112)
18,04/28/2024,05/04/2024,60624,2,2024-18-60624,POINT (-87.722735 41.879417)
18,04/28/2024,05/04/2024,60631,2,2024-18-60631,POINT (-87.813371 41.995019)
18,04/28/2024,05/04/2024,60607,2,2024-18-60607,POINT (-87.652727 41.876104)
18,04/28/2024,05/04/2024,60637,4,2024-18-60637,POINT (-87.604053 41.780991)
18,04/28/2024,05/04/2024,60620,1,2024-18-60620,POINT (-87.651656 41.740873)
18,04/28/2024,05/04/2024,60606,1,2024-18-60606,POINT (-87.63676 41.882634)
18,04/28/2024,05/04/2024,60632,1,2024-18-60632,POINT (-87.711251 41.810038)
18,04/28/2024,05/04/2024,60611,1,2024-18-60611,POINT (-87.620291 41.894734)
18,04/28/2024,05/04/2024,60623,5,2024-18-60623,POINT (-87.717446 41.850321)
18,04/28/2024,05/04/2024,60619,4,2024-18-60619,POINT (-87.60569 41.744737)
18,04/28/2024,05/04/2024,60610,1,2024-18-60610,POINT (-87.63581 41.90455)
18,04/28/2024,05/04/2024,60605,1,2024-18-60605,POINT (-87.623449 41.867824)
18,04/28/2024,05/04/2024,60617,3,2024-18-60617,POINT (-87.556897 41.721257)
18,04/28/2024,05/04/2024,60633,7,2024-18-60633,POINT (-87.556037 41.653147)
18,04/28/2024,05/04/2024,60628,3,2024-18-60628,POINT (-87.621537 41.694192)
18,04/28/2024,05/04/2024,60622,1,2024-18-60622,POINT (-87.681818 41.902762)
18,04/28/2024,05/04/2024,60639,3,2024-18-60639,POINT (-87.75531 41.920609)
18,04/28/2024,05/04/2024,60612,3,2024-18-60612,POINT (-87.687011 41.88004)
18,04/28/2024,05/04/2024,60626,1,2024-18-60626,POINT (-87.669834 42.009469)
18,04/28/2024,05/04/2024,60609,4,2024-18-60609,POINT (-87.653382 41.812017)
18,04/28/2024,05/04/2024,60613,1,2024-18-60613,POINT (-87.661343 41.953742)
18,04/28/2024,05/04/2024,60618,2,2024-18-60618,POINT (-87.703343 41.946699)
18,04/28/2024,05/04/2024,60634,1,2024-18-60634,POINT (-87.797373 41.944967)
18,04/28/2024,05/04/2024,60601,1,2024-18-60601,POINT (-87.622844 41.886262)
18,04/28/2024,05/04/2024,60621,5,2024-18-60621,POINT (-87.638812 41.776931)
18,04/28/2024,05/04/2024,60604,10,2024-18-60604,POINT (-87.629029 41.878153)
18,04/28/2024,05/04/2024,60629,2,2024-18-60629,POINT (-87.711565 41.777061)
18,04/28/2024,05/04/2024,60625,1,2024-18-60625,POINT (-87.701816 41.971155)
18,04/28/2024,05/04/2024,60614,1,2024-18-60614,POINT (-87.652064 41.922605)
18,04/28/2024,05/04/2024,60608,3,2024-18-60608,POINT (-87.670366 41.849879)
18,04/28/2024,05/04/2024,60638,1,2024-18-60638,POINT (-87.771902 41.787032)
18,04/28/2024,05/04/2024,60630,1,2024-18-60630,POINT (-87.759611 41.971261)
18,04/28/2024,05/04/2024,60616,6,2024-18-60616,POINT (-87.629531 41.844869)
12,03/17/2024,03/23/2024,60659,7,2024-12-60659,POINT (-87.703266 41.990803)
12,03/17/2024,03/23/2024,60666,1,2024-12-60666,POINT (-87.896371 41.979511)
12,03/17/2024,03/23/2024,60654,1,2024-12-60654,POINT (-87.636354 41.892485)
12,03/17/2024,03/23/2024,60661,1,2024-12-60661,POINT (-87.644283 41.882786)
12,03/17/2024,03/23/2024,60655,1,2024-12-60655,POINT (-87.701434 41.696456)
12,03/17/2024,03/23/2024,60827,7,2024-12-60827,POINT (-87.633087 41.650765)
12,03/17/2024,03/23/2024,60660,1,2024-12-60660,POINT (-87.666362 41.991062)
12,03/17/2024,03/23/2024,60656,8,2024-12-60656,POINT (-87.817934 41.974566)
12,03/17/2024,03/23/2024,60707,4,2024-12-60707,POINT (-87.808283 41.921777)
25,06/16/2024,06/22/2024,60660,1,2024-25-60660,POINT (-87.666362 41.991062)
25,06/16/2024,06/22/2024,60707,1,2024-25-60707,POINT (-87.808283 41.921777)
25,06/16/2024,06/22/2024,60666,1,2024-25-60666,POINT (-87.896371 41.979511)
25,06/16/2024,06/22/2024,60827,1,2024-25-60827,POINT (-87.633087 41.650765)
25,06/16/2024,06/22/2024,60661,1,2024-25-60661,POINT (-87.644283 41.882786)
26,06/27/2021,07/03/2021,60603,1,2021-26-60603,POINT (-87.625473 41.880112)
21,05/22/2022,05/28/2022,60659,1,2022-21-60659,POINT (-87.703266 41.990803)
32,08/06/2023,08/12/2023,60631,1,2023-32-60631,POINT (-87.813371 41.995019)
43,10/22/2023,10/28/2023,60647,1,2023-43-60647,POINT (-87.701101 41.921058)
39,09/24/2023,09/30/2023,60707,2,2023-39-60707,POINT (-87.808283 41.921777)
33,08/15/2021,08/21/2021,60647,1,2021-33-60647,POINT (-87.701101 41.921058)
25,06/16/2024,06/22/2024,60614,1,2024-25-60614,POINT (-87.652064 41.922605)
12,03/21/2021,03/27/2021,60644,4,2021-12-60644,POINT (-87.756863 41.881113)
24,06/13/2021,06/19/2021,60621,2,2021-24-60621,POINT (-87.638812 41.776931)
32,08/06/2023,08/12/2023,60624,1,2023-32-60624,POINT (-87.722735 41.879417)
20,05/15/2022,05/21/2022,60612,1,2022-20-60612,POINT (-87.687011 41.88004)
11,03/12/2023,03/18/2023,60612,1,2023-11-60612,POINT (-87.687011 41.88004)
12,03/17/2024,03/23/2024,60657,2,2024-12-60657,POINT (-87.658216 41.939715)
28,07/09/2023,07/15/2023,60617,1,2023-28-60617,POINT (-87.556897 41.721257)
38,09/17/2023,09/23/2023,60643,1,2023-38-60643,POINT (-87.662381 41.700445)
14,04/02/2023,04/08/2023,60643,2,2023-14-60643,POINT (-87.662381 41.700445)
3,01/15/2023,01/21/2023,60621,1,2023-03-60621,POINT (-87.638812 41.776931)
1,01/02/2022,01/08/2022,60647,1,2022-01-60647,POINT (-87.701101 41.921058)
29,07/18/2021,07/24/2021,60632,3,2021-29-60632,POINT (-87.711251 41.810038)
25,06/19/2022,06/25/2022,60707,1,2022-25-60707,POINT (-87.808283 41.921777)
36,09/05/2021,09/11/2021,60622,2,2021-36-60622,POINT (-87.681818 41.902762)
9,02/27/2022,03/05/2022,60616,1,2022-09-60616,POINT (-87.629531 41.844869)
45,11/06/2022,11/12/2022,60607,2,2022-45-60607,POINT (-87.652727 41.876104)
17,04/25/2021,05/01/2021,60605,1,2021-17-60605,POINT (-87.623449 41.867824)
2,01/05/2020,01/11/2020,60652,10,2020-02-60652,POINT (-87.714238 41.745398)
19,05/07/2023,05/13/2023,60637,1,2023-19-60637,POINT (-87.604053 41.780991)
8,02/20/2022,02/26/2022,60827,1,2022-08-60827,POINT (-87.633087 41.650765)
29,07/18/2021,07/24/2021,60602,1,2021-29-60602,POINT (-87.628309 41.883136)
10,03/07/2021,03/13/2021,60613,1,2021-10-60613,POINT (-87.661343 41.953742)
2,01/08/2023,01/14/2023,60625,1,2023-02-60625,POINT (-87.701816 41.971155)
11,03/13/2022,03/19/2022,60638,2,2022-11-60638,POINT (-87.771902 41.787032)
20,05/14/2023,05/20/2023,60601,1,2023-20-60601,POINT (-87.622844 41.886262)
14,04/03/2022,04/09/2022,60611,1,2022-14-60611,POINT (-87.620291 41.894734)
41,10/08/2023,10/14/2023,60827,1,2023-41-60827,POINT (-87.633087 41.650765)
51,12/17/2023,12/23/2023,60644,10,2023-51-60644,POINT (-87.756863 41.881113)
42,10/15/2023,10/21/2023,60642,6,2023-42-60642,POINT (-87.657821 41.899935)
9,02/23/2020,02/29/2020,60623,10,2020-09-60623,POINT (-87.717446 41.850321)
43,10/23/2022,10/29/2022,60666,1,2022-43-60666,POINT (-87.896371 41.979511)
5,01/26/2020,02/01/2020,60606,10,2020-05-60606,POINT (-87.63676 41.882634)
27,07/03/2022,07/09/2022,60620,1,2022-27-60620,POINT (-87.651656 41.740873)
17,04/23/2023,04/29/2023,60653,3,2023-17-60653,POINT (-87.611244 41.819261)
25,06/19/2022,06/25/2022,60652,1,2022-25-60652,POINT (-87.714238 41.745398)
17,04/24/2022,04/30/2022,60617,5,2022-17-60617,POINT (-87.556897 41.721257)
15,04/05/2020,04/11/2020,60656,8,2020-15-60656,POINT (-87.817934 41.974566)
33,08/13/2023,08/19/2023,60653,3,2023-33-60653,POINT (-87.611244 41.819261)
3,01/17/2021,01/23/2021,60641,1,2021-03-60641,POINT (-87.746791 41.946682)
1,01/02/2022,01/08/2022,60651,4,2022-01-60651,POINT (-87.741017 41.901964)
49,12/04/2022,12/10/2022,60649,10,2022-49-60649,POINT (-87.571522 41.762202)
11,03/10/2024,03/16/2024,60612,4,2024-11-60612,POINT (-87.687011 41.88004)
11,03/10/2024,03/16/2024,60646,1,2024-11-60646,POINT (-87.761826 41.993931)
11,03/10/2024,03/16/2024,60707,9,2024-11-60707,POINT (-87.808283 41.921777)
12,03/17/2024,03/23/2024,60604,10,2024-12-60604,POINT (-87.629029 41.878153)
12,03/17/2024,03/23/2024,60626,1,2024-12-60626,POINT (-87.669834 42.009469)
25,06/16/2024,06/22/2024,60649,2,2024-25-60649,POINT (-87.571522 41.762202)
11,03/10/2024,03/16/2024,60657,1,2024-11-60657,POINT (-87.658216 41.939715)
12,03/17/2024,03/23/2024,60609,3,2024-12-60609,POINT (-87.653382 41.812017)
12,03/17/2024,03/23/2024,60643,1,2024-12-60643,POINT (-87.662381 41.700445)
11,03/10/2024,03/16/2024,60638,5,2024-11-60638,POINT (-87.771902 41.787032)
12,03/17/2024,03/23/2024,60638,1,2024-12-60638,POINT (-87.771902 41.787032)
12,03/17/2024,03/23/2024,60652,5,2024-12-60652,POINT (-87.714238 41.745398)
11,03/10/2024,03/16/2024,60653,7,2024-11-60653,POINT (-87.611244 41.819261)
25,06/16/2024,06/22/2024,60601,1,2024-25-60601,POINT (-87.622844 41.886262)
11,03/10/2024,03/16/2024,60628,4,2024-11-60628,POINT (-87.621537 41.694192)
25,06/16/2024,06/22/2024,60602,1,2024-25-60602,POINT (-87.628309 41.883136)
11,03/10/2024,03/16/2024,60604,1,2024-11-60604,POINT (-87.629029 41.878153)
12,03/17/2024,03/23/2024,60616,5,2024-12-60616,POINT (-87.629531 41.844869)
11,03/10/2024,03/16/2024,60633,10,2024-11-60633,POINT (-87.556037 41.653147)
12,03/17/2024,03/23/2024,60617,10,2024-12-60617,POINT (-87.556897 41.721257)
11,03/10/2024,03/16/2024,60827,7,2024-11-60827,POINT (-87.633087 41.650765)
11,03/10/2024,03/16/2024,60603,1,2024-11-60603,POINT (-87.625473 41.880112)
12,03/17/2024,03/23/2024,60601,1,2024-12-60601,POINT (-87.622844 41.886262)
11,03/10/2024,03/16/2024,60629,8,2024-11-60629,POINT (-87.711565 41.777061)
11,03/10/2024,03/16/2024,60647,3,2024-11-60647,POINT (-87.701101 41.921058)
12,03/17/2024,03/23/2024,60646,1,2024-12-60646,POINT (-87.761826 41.993931)
25,06/16/2024,06/22/2024,60655,1,2024-25-60655,POINT (-87.701434 41.696456)
12,03/17/2024,03/23/2024,60653,9,2024-12-60653,POINT (-87.611244 41.819261)
11,03/10/2024,03/16/2024,60637,6,2024-11-60637,POINT (-87.604053 41.780991)
11,03/10/2024,03/16/2024,60608,3,2024-11-60608,POINT (-87.670366 41.849879)
11,03/10/2024,03/16/2024,60642,1,2024-11-60642,POINT (-87.657821 41.899935)
12,03/17/2024,03/23/2024,60642,2,2024-12-60642,POINT (-87.657821 41.899935)
12,03/17/2024,03/23/2024,60625,4,2024-12-60625,POINT (-87.701816 41.971155)
25,06/16/2024,06/22/2024,60630,4,2024-25-60630,POINT (-87.759611 41.971261)
12,03/17/2024,03/23/2024,60608,5,2024-12-60608,POINT (-87.670366 41.849879)
11,03/10/2024,03/16/2024,60641,5,2024-11-60641,POINT (-87.746791 41.946682)
12,03/17/2024,03/23/2024,60613,3,2024-12-60613,POINT (-87.661343 41.953742)
12,03/17/2024,03/23/2024,60618,4,2024-12-60618,POINT (-87.703343 41.946699)
11,03/10/2024,03/16/2024,60616,8,2024-11-60616,POINT (-87.629531 41.844869)
12,03/17/2024,03/23/2024,60612,4,2024-12-60612,POINT (-87.687011 41.88004)
11,03/10/2024,03/16/2024,60652,4,2024-11-60652,POINT (-87.714238 41.745398)
12,03/17/2024,03/23/2024,60633,1,2024-12-60633,POINT (-87.556037 41.653147)
11,03/10/2024,03/16/2024,60607,4,2024-11-60607,POINT (-87.652727 41.876104)
25,06/16/2024,06/22/2024,60606,6,2024-25-60606,POINT (-87.63676 41.882634)
11,03/10/2024,03/16/2024,60602,1,2024-11-60602,POINT (-87.628309 41.883136)
25,06/16/2024,06/22/2024,60636,1,2024-25-60636,POINT (-87.668597 41.77599)
19,05/05/2024,05/11/2024,60654,1,2024-19-60654,POINT (-87.636354 41.892485)
12,03/17/2024,03/23/2024,60602,10,2024-12-60602,POINT (-87.628309 41.883136)
11,03/10/2024,03/16/2024,60614,1,2024-11-60614,POINT (-87.652064 41.922605)
12,03/17/2024,03/23/2024,60629,9,2024-12-60629,POINT (-87.711565 41.777061)
11,03/10/2024,03/16/2024,60630,5,2024-11-60630,POINT (-87.759611 41.971261)
12,03/17/2024,03/23/2024,60645,9,2024-12-60645,POINT (-87.695049 42.008927)
11,03/10/2024,03/16/2024,60661,1,2024-11-60661,POINT (-87.644283 41.882786)
11,03/10/2024,03/16/2024,60609,7,2024-11-60609,POINT (-87.653382 41.812017)
11,03/10/2024,03/16/2024,60619,5,2024-11-60619,POINT (-87.60569 41.744737)
11,03/10/2024,03/16/2024,60643,4,2024-11-60643,POINT (-87.662381 41.700445)
11,03/10/2024,03/16/2024,60649,7,2024-11-60649,POINT (-87.571522 41.762202)
12,03/17/2024,03/23/2024,60637,7,2024-12-60637,POINT (-87.604053 41.780991)
11,03/10/2024,03/16/2024,60655,1,2024-11-60655,POINT (-87.701434 41.696456)
12,03/17/2024,03/23/2024,60614,1,2024-12-60614,POINT (-87.652064 41.922605)
12,03/17/2024,03/23/2024,60619,6,2024-12-60619,POINT (-87.60569 41.744737)
11,03/10/2024,03/16/2024,60617,7,2024-11-60617,POINT (-87.556897 41.721257)
11,03/10/2024,03/16/2024,60623,2,2024-11-60623,POINT (-87.717446 41.850321)
12,03/17/2024,03/23/2024,60649,10,2024-12-60649,POINT (-87.571522 41.762202)
11,03/10/2024,03/16/2024,60660,1,2024-11-60660,POINT (-87.666362 41.991062)
12,03/17/2024,03/23/2024,60607,1,2024-12-60607,POINT (-87.652727 41.876104)
12,03/17/2024,03/23/2024,60630,3,2024-12-60630,POINT (-87.759611 41.971261)
11,03/10/2024,03/16/2024,60606,4,2024-11-60606,POINT (-87.63676 41.882634)
12,03/17/2024,03/23/2024,60636,8,2024-12-60636,POINT (-87.668597 41.77599)
11,03/10/2024,03/16/2024,60640,3,2024-11-60640,POINT (-87.662232 41.971888)
25,06/16/2024,06/22/2024,60619,2,2024-25-60619,POINT (-87.60569 41.744737)
12,03/17/2024,03/23/2024,60611,2,2024-12-60611,POINT (-87.620291 41.894734)
12,03/17/2024,03/23/2024,60640,4,2024-12-60640,POINT (-87.662232 41.971888)
11,03/10/2024,03/16/2024,60615,7,2024-11-60615,POINT (-87.602725 41.801993)
12,03/17/2024,03/23/2024,60628,5,2024-12-60628,POINT (-87.621537 41.694192)
25,06/16/2024,06/22/2024,60605,1,2024-25-60605,POINT (-87.623449 41.867824)
11,03/10/2024,03/16/2024,60651,4,2024-11-60651,POINT (-87.741017 41.901964)
12,03/17/2024,03/23/2024,60644,7,2024-12-60644,POINT (-87.756863 41.881113)
11,03/10/2024,03/16/2024,60666,1,2024-11-60666,POINT (-87.896371 41.979511)
25,06/16/2024,06/22/2024,60631,1,2024-25-60631,POINT (-87.813371 41.995019)
25,06/16/2024,06/22/2024,60651,2,2024-25-60651,POINT (-87.741017 41.901964)
12,03/17/2024,03/23/2024,60603,1,2024-12-60603,POINT (-87.625473 41.880112)
11,03/10/2024,03/16/2024,60601,1,2024-11-60601,POINT (-87.622844 41.886262)
11,03/10/2024,03/16/2024,60625,3,2024-11-60625,POINT (-87.701816 41.971155)
12,03/17/2024,03/23/2024,60631,4,2024-12-60631,POINT (-87.813371 41.995019)
11,03/10/2024,03/16/2024,60654,1,2024-11-60654,POINT (-87.636354 41.892485)
12,03/17/2024,03/23/2024,60610,1,2024-12-60610,POINT (-87.63581 41.90455)
12,03/17/2024,03/23/2024,60620,2,2024-12-60620,POINT (-87.651656 41.740873)
11,03/10/2024,03/16/2024,60622,1,2024-11-60622,POINT (-87.681818 41.902762)
12,03/17/2024,03/23/2024,60615,8,2024-12-60615,POINT (-87.602725 41.801993)
12,03/17/2024,03/23/2024,60651,4,2024-12-60651,POINT (-87.741017 41.901964)
19,05/05/2024,05/11/2024,60827,2,2024-19-60827,POINT (-87.633087 41.650765)
19,05/05/2024,05/11/2024,60660,1,2024-19-60660,POINT (-87.666362 41.991062)
19,05/05/2024,05/11/2024,60707,2,2024-19-60707,POINT (-87.808283 41.921777)
25,06/16/2024,06/22/2024,60615,4,2024-25-60615,POINT (-87.602725 41.801993)
25,06/16/2024,06/22/2024,60639,2,2024-25-60639,POINT (-87.75531 41.920609)
11,03/10/2024,03/16/2024,60611,1,2024-11-60611,POINT (-87.620291 41.894734)
11,03/10/2024,03/16/2024,60605,2,2024-11-60605,POINT (-87.623449 41.867824)
11,03/10/2024,03/16/2024,60634,4,2024-11-60634,POINT (-87.797373 41.944967)
12,03/17/2024,03/23/2024,60606,2,2024-12-60606,POINT (-87.63676 41.882634)
11,03/10/2024,03/16/2024,60626,2,2024-11-60626,POINT (-87.669834 42.009469)
11,03/10/2024,03/16/2024,60645,4,2024-11-60645,POINT (-87.695049 42.008927)
19,05/05/2024,05/11/2024,60618,3,2024-19-60618,POINT (-87.703343 41.946699)
19,05/05/2024,05/11/2024,60639,4,2024-19-60639,POINT (-87.75531 41.920609)
19,05/05/2024,05/11/2024,60605,2,2024-19-60605,POINT (-87.623449 41.867824)
19,05/05/2024,05/11/2024,60601,1,2024-19-60601,POINT (-87.622844 41.886262)
19,05/05/2024,05/11/2024,60644,2,2024-19-60644,POINT (-87.756863 41.881113)
19,05/05/2024,05/11/2024,60606,1,2024-19-60606,POINT (-87.63676 41.882634)
19,05/05/2024,05/11/2024,60628,4,2024-19-60628,POINT (-87.621537 41.694192)
19,05/05/2024,05/11/2024,60634,1,2024-19-60634,POINT (-87.797373 41.944967)
19,05/05/2024,05/11/2024,60610,1,2024-19-60610,POINT (-87.63581 41.90455)
19,05/05/2024,05/11/2024,60640,3,2024-19-60640,POINT (-87.662232 41.971888)
19,05/05/2024,05/11/2024,60623,1,2024-19-60623,POINT (-87.717446 41.850321)
19,05/05/2024,05/11/2024,60609,2,2024-19-60609,POINT (-87.653382 41.812017)
19,05/05/2024,05/11/2024,60636,5,2024-19-60636,POINT (-87.668597 41.77599)
19,05/05/2024,05/11/2024,60655,3,2024-19-60655,POINT (-87.701434 41.696456)
19,05/05/2024,05/11/2024,60619,4,2024-19-60619,POINT (-87.60569 41.744737)
19,05/05/2024,05/11/2024,60643,1,2024-19-60643,POINT (-87.662381 41.700445)
19,05/05/2024,05/11/2024,60614,1,2024-19-60614,POINT (-87.652064 41.922605)
19,05/05/2024,05/11/2024,60649,1,2024-19-60649,POINT (-87.571522 41.762202)
19,05/05/2024,05/11/2024,60602,10,2024-19-60602,POINT (-87.628309 41.883136)
19,05/05/2024,05/11/2024,60626,1,2024-19-60626,POINT (-87.669834 42.009469)
19,05/05/2024,05/11/2024,60647,3,2024-19-60647,POINT (-87.701101 41.921058)
19,05/05/2024,05/11/2024,60622,5,2024-19-60622,POINT (-87.681818 41.902762)
19,05/05/2024,05/11/2024,60659,1,2024-19-60659,POINT (-87.703266 41.990803)
19,05/05/2024,05/11/2024,60613,1,2024-19-60613,POINT (-87.661343 41.953742)
19,05/05/2024,05/11/2024,60608,2,2024-19-60608,POINT (-87.670366 41.849879)
19,05/05/2024,05/11/2024,60620,2,2024-19-60620,POINT (-87.651656 41.740873)
19,05/05/2024,05/11/2024,60603,1,2024-19-60603,POINT (-87.625473 41.880112)
19,05/05/2024,05/11/2024,60637,2,2024-19-60637,POINT (-87.604053 41.780991)
19,05/05/2024,05/11/2024,60631,1,2024-19-60631,POINT (-87.813371 41.995019)
19,05/05/2024,05/11/2024,60625,1,2024-19-60625,POINT (-87.701816 41.971155)
19,05/05/2024,05/11/2024,60651,2,2024-19-60651,POINT (-87.741017 41.901964)
19,05/05/2024,05/11/2024,60642,2,2024-19-60642,POINT (-87.657821 41.899935)
19,05/05/2024,05/11/2024,60615,2,2024-19-60615,POINT (-87.602725 41.801993)
19,05/05/2024,05/11/2024,60666,1,2024-19-60666,POINT (-87.896371 41.979511)
19,05/05/2024,05/11/2024,60630,4,2024-19-60630,POINT (-87.759611 41.971261)
19,05/05/2024,05/11/2024,60612,3,2024-19-60612,POINT (-87.687011 41.88004)
19,05/05/2024,05/11/2024,60646,1,2024-19-60646,POINT (-87.761826 41.993931)
19,05/05/2024,05/11/2024,60616,3,2024-19-60616,POINT (-87.629531 41.844869)
19,05/05/2024,05/11/2024,60621,1,2024-19-60621,POINT (-87.638812 41.776931)
19,05/05/2024,05/11/2024,60652,4,2024-19-60652,POINT (-87.714238 41.745398)
19,05/05/2024,05/11/2024,60638,1,2024-19-60638,POINT (-87.771902 41.787032)
10,03/03/2024,03/09/2024,60626,6,2024-10-60626,POINT (-87.669834 42.009469)
10,03/03/2024,03/09/2024,60630,7,2024-10-60630,POINT (-87.759611 41.971261)
10,03/03/2024,03/09/2024,60636,6,2024-10-60636,POINT (-87.668597 41.77599)
42,10/13/2019,10/19/2019,60623,1,2019-42-60623,POINT (-87.717446 41.850321)
10,03/03/2024,03/09/2024,60638,7,2024-10-60638,POINT (-87.771902 41.787032)
10,03/03/2024,03/09/2024,60641,5,2024-10-60641,POINT (-87.746791 41.946682)
10,03/03/2024,03/09/2024,60645,6,2024-10-60645,POINT (-87.695049 42.008927)
10,03/03/2024,03/09/2024,60657,2,2024-10-60657,POINT (-87.658216 41.939715)
11,03/10/2024,03/16/2024,60610,1,2024-11-60610,POINT (-87.63581 41.90455)
11,03/10/2024,03/16/2024,60613,7,2024-11-60613,POINT (-87.661343 41.953742)
11,03/10/2024,03/16/2024,60618,5,2024-11-60618,POINT (-87.703343 41.946699)
11,03/10/2024,03/16/2024,60624,4,2024-11-60624,POINT (-87.722735 41.879417)
11,03/10/2024,03/16/2024,60631,5,2024-11-60631,POINT (-87.813371 41.995019)
11,03/10/2024,03/16/2024,60632,7,2024-11-60632,POINT (-87.711251 41.810038)
11,03/10/2024,03/16/2024,60639,5,2024-11-60639,POINT (-87.75531 41.920609)
11,03/10/2024,03/16/2024,60644,7,2024-11-60644,POINT (-87.756863 41.881113)
12,03/17/2024,03/23/2024,60605,6,2024-12-60605,POINT (-87.623449 41.867824)
12,03/17/2024,03/23/2024,60622,4,2024-12-60622,POINT (-87.681818 41.902762)
12,03/17/2024,03/23/2024,60623,3,2024-12-60623,POINT (-87.717446 41.850321)
12,03/17/2024,03/23/2024,60624,5,2024-12-60624,POINT (-87.722735 41.879417)
12,03/17/2024,03/23/2024,60632,6,2024-12-60632,POINT (-87.711251 41.810038)
12,03/17/2024,03/23/2024,60634,5,2024-12-60634,POINT (-87.797373 41.944967)
12,03/17/2024,03/23/2024,60639,5,2024-12-60639,POINT (-87.75531 41.920609)
12,03/17/2024,03/23/2024,60641,5,2024-12-60641,POINT (-87.746791 41.946682)
12,03/17/2024,03/23/2024,60647,6,2024-12-60647,POINT (-87.701101 41.921058)
10,03/03/2024,03/09/2024,60660,4,2024-10-60660,POINT (-87.666362 41.991062)
19,05/05/2024,05/11/2024,60657,1,2024-19-60657,POINT (-87.658216 41.939715)
19,05/05/2024,05/11/2024,60604,1,2024-19-60604,POINT (-87.629029 41.878153)
19,05/05/2024,05/11/2024,60624,1,2024-19-60624,POINT (-87.722735 41.879417)
19,05/05/2024,05/11/2024,60607,1,2024-19-60607,POINT (-87.652727 41.876104)
19,05/05/2024,05/11/2024,60632,2,2024-19-60632,POINT (-87.711251 41.810038)
19,05/05/2024,05/11/2024,60661,1,2024-19-60661,POINT (-87.644283 41.882786)
19,05/05/2024,05/11/2024,60629,2,2024-19-60629,POINT (-87.711565 41.777061)
19,05/05/2024,05/11/2024,60645,1,2024-19-60645,POINT (-87.695049 42.008927)
19,05/05/2024,05/11/2024,60617,4,2024-19-60617,POINT (-87.556897 41.721257)
19,05/05/2024,05/11/2024,60611,3,2024-19-60611,POINT (-87.620291 41.894734)
19,05/05/2024,05/11/2024,60641,3,2024-19-60641,POINT (-87.746791 41.946682)
19,05/05/2024,05/11/2024,60633,2,2024-19-60633,POINT (-87.556037 41.653147)
19,05/05/2024,05/11/2024,60653,5,2024-19-60653,POINT (-87.611244 41.819261)
25,06/16/2024,06/22/2024,60610,1,2024-25-60610,POINT (-87.63581 41.90455)
25,06/16/2024,06/22/2024,60644,1,2024-25-60644,POINT (-87.756863 41.881113)
25,06/16/2024,06/22/2024,60659,3,2024-25-60659,POINT (-87.703266 41.990803)
25,06/16/2024,06/22/2024,60622,1,2024-25-60622,POINT (-87.681818 41.902762)
25,06/16/2024,06/22/2024,60643,1,2024-25-60643,POINT (-87.662381 41.700445)
25,06/16/2024,06/22/2024,60618,1,2024-25-60618,POINT (-87.703343 41.946699)
41,10/06/2019,10/12/2019,60646,5,2019-41-60646,POINT (-87.761826 41.993931)
41,10/06/2019,10/12/2019,60707,1,2019-41-60707,POINT (-87.808283 41.921777)
42,10/13/2019,10/19/2019,60605,1,2019-42-60605,POINT (-87.623449 41.867824)
25,06/16/2024,06/22/2024,60654,1,2024-25-60654,POINT (-87.636354 41.892485)
25,06/16/2024,06/22/2024,60609,2,2024-25-60609,POINT (-87.653382 41.812017)
25,06/16/2024,06/22/2024,60604,1,2024-25-60604,POINT (-87.629029 41.878153)
25,06/16/2024,06/22/2024,60616,1,2024-25-60616,POINT (-87.629531 41.844869)
25,06/16/2024,06/22/2024,60632,1,2024-25-60632,POINT (-87.711251 41.810038)
25,06/16/2024,06/22/2024,60626,1,2024-25-60626,POINT (-87.669834 42.009469)
25,06/16/2024,06/22/2024,60621,1,2024-25-60621,POINT (-87.638812 41.776931)
25,06/16/2024,06/22/2024,60645,2,2024-25-60645,POINT (-87.695049 42.008927)
25,06/16/2024,06/22/2024,60652,4,2024-25-60652,POINT (-87.714238 41.745398)
25,06/16/2024,06/22/2024,60638,2,2024-25-60638,POINT (-87.771902 41.787032)
25,06/16/2024,06/22/2024,60611,1,2024-25-60611,POINT (-87.620291 41.894734)
